id,created_at,text,fav
1189972813030969346,2019-10-31 18:30:01,സുഖ ദുഃഖങ്ങളുടെ ജീവിത യാത്രയിൽ സന്തോഷവും സമാധാനവും എന്നുമുണ്ടാവട്ടെ പ്രാർത്ഥനയോടെ 🤲🏻 വിവാഹ മംഗളാശംസകൾ ഡിയർ ♥️ @nishthvanth,12
1189960537485889541,2019-10-31 17:41:15,11:11 ♥️,8
1189766103465021440,2019-10-31 04:48:38,സ്വപ്നം കാണാറില്ല 😐,18
1189752555439394817,2019-10-31 03:54:48,ഞാനും ഇഞ്ചിയും മാത്രേ കറീടെ കല്യാണത്തിന് പോന്നുള്ളു 😌,73
1189582759729065984,2019-10-30 16:40:05,"നിശാഗന്ധി , നിധി ഇവരോടും സംസാരിച്ചിട്ടുണ്ട് ..... പൊളിയാണ് കിടുവാണ് അന്യായമാണ്  🥰",57
1189580413678706688,2019-10-30 16:30:46,പൊന്നേച്ചി കെട്ടി രണ്ടു പിള്ളേരുള്ള കാര്യം ഞാൻ ഇന്നാണ് അറിഞ്ഞത്  😟,16
1189578596479684609,2019-10-30 16:23:33,"വസുധ , സൂര്യ , നചത്രം , ഇഞ്ചി നാലാളുടെ നമ്പറുണ്ട് ..... വസുനേയും ഇഞ്ചിനെയും വിളിച്ചിട്ടുണ്ട് ഓര് കിടുവാണ് പൊളിയാണ്  😌",80
1189576178366959622,2019-10-30 16:13:56,ഞാങ്കിടുവാണ് 😌,27
1189574056447623168,2019-10-30 16:05:30,ചാർജ് വേഗം കേറുന്നും ഉണ്ട് ഇറങ്ങി പോകുന്നും ഉണ്ട് 😐,13
1189573214512369665,2019-10-30 16:02:10,തീരെ സൗണ്ട് ഇല്ലാത്തപ്പോ നിന്റെ സൗണ്ട് കിടുവാണെന്നു പറഞ്ഞ തെണ്ടി ഉണ്ടിവിടെ 😑,32
1189554660601778182,2019-10-30 14:48:26,സ്വന്തം വീട്ടിലേക്ക് മാറിയിട്ട് വേണം ഒരു പണിയും ചെയ്യാതെ മടി പിടിച്ചിരിക്കാൻ 😐,14
1189552360353198080,2019-10-30 14:39:18,മടി ആയിട്ട് റൂമിലെ ബ്ലാങ്കെറ്റ് മടക്കി വെച്ചിട്ടില്ല ആ ഞാനാണ് ഇപ്പൊ ഫുഡ് ഉണ്ടാക്കണം എന്ന് പറയുന്നത് 😑,25
1189550231982993408,2019-10-30 14:30:50,ഫ്ലഡിന്റെ ടൈമിൽ രണ്ട് ഗ്രൂപ്പിൽ ആഡ് ചെയ്തിരുന്നു 😐 അതല്ലാത്ത ഒരു ഗ്രൂപ്പിലും ഞാനില്ല,12
1189549813806727169,2019-10-30 14:29:11,Happy Birth Day Dear 🎁  🎊  @Sathyukii,3
1189548802543194119,2019-10-30 14:25:09,സെൻറ് നമ്പർ 😌,20
1189548288413818882,2019-10-30 14:23:07,ഇഞ്ചിക്ക് കുറച്ചൂടെ തള്ളായിരുന്നു 😌,7
1189543941990834177,2019-10-30 14:05:51,ട്വിറ്റെറീന്നു നമ്പർ വാങ്ങലോക്കെ ഇത്രേം സിംപിളായിരുന്നോ 😌,55
1189537183243198465,2019-10-30 13:38:59,ഒരാഴ്ചയായി അടിമ പണി എടുക്കാറില്ല :( നല്ല മടി പിടിച്ചിപ്പോ 😐,9
1189535819435954177,2019-10-30 13:33:34,ഇവിടുള്ള ആരെയും കാണണംന്ന് ഇപ്പൊ തോന്നാറില്ല 😐,10
1189534570812596227,2019-10-30 13:28:36,ഇവിടുന്നു പോയിട്ട് പിന്നേം വന്നു അഡിക്‌റ്റാവണേൽ ടൈം എടുക്കും 😐,17
1189419359673782273,2019-10-30 05:50:48,ആഗ്രഹിക്കുന്നത് പോലെ ജീവിക്കണമെന്നു തോന്നുന്നത് ഒരു രോഗമാണോ ഡോക്ടർ 😐,10
1189417079113256960,2019-10-30 05:41:44,11:11 ♥️,7
1189417041398091776,2019-10-30 05:41:35,ആപ്പിളിന്റെ പുതിയ മോഡൽ ഇപ്പൊ അടുത്തൊന്നും ഇറക്കാതിരുന്നാൽ പതിനൊന്ന് വാങ്ങായിരുന്നു 😐,12
1189405584254107648,2019-10-30 04:56:04,ഈ വീട്ടിൽ വന്നാൽ ദേശ്യോം സങ്കടോം ഉള്ള വൃത്തിക്കെട്ട ഫീലാണ് എപ്പഴും 😑😑,22
1189404345659346944,2019-10-30 04:51:08,ഫുഡടിച്ചിട്ടും മാറാത്ത ദേഷ്യം എന്തെയ്യൂന്നാണ് 😑,13
1189237095149309953,2019-10-29 17:46:33,റിക്കവറാകുന്നില്ല  😑,7
1189235704477429760,2019-10-29 17:41:01,11:11 എന്റെ മോൻ ♥️,10
1189234313172340736,2019-10-29 17:35:29,ഇങ്ങോട്ട് വരാനൊന്നും തോന്നുന്നില്ല 😐,15
1189070101149937664,2019-10-29 06:42:58,12:12 ടെൻഷൻ 😑,13
1188888854494736385,2019-10-28 18:42:46,12:12 😒,10
1188692304111915009,2019-10-28 05:41:44,11:11 ♥️,12
1188520570607947776,2019-10-27 18:19:20,ഒരുപാട് പ്രതീക്ഷകൾ തന്ന നിധിയെ അള്ളാഹ് തന്നെ തിരിച്ചെടുത്തു 😑😑,98
1188510963562995712,2019-10-27 17:41:09,11:11 എന്റെ മോൻ  ♥️,16
1188360575127973889,2019-10-27 07:43:34,ചെറിയ കാര്യത്തിന് വേണ്ടി എന്ത് കോപ്പിനാണ് ഞാൻ മുമ്പ്  സങ്കടപ്പെട്ടിരുന്നത് എന്നോർക്കുമ്പോ പുച്ഛം തോന്നുന്നു :( ....… https://t.co/nDraMYJIjE,21
1188148594420772864,2019-10-26 17:41:14,11:11 പൊന്നുമോൻ ♥️,25
1187803391365279744,2019-10-25 18:49:31,ആശാൻ കിടുവാണെന്നു പറഞ്ഞെന് ഇവർക്കെന്ത് അസൂയയാണ് 🤦🏻‍♀️,32
1187801413444726784,2019-10-25 18:41:39,സ്നേഹിക്കുന്നവരാരും ഒരുമിക്കാറും ഇല്ല ഒരുമിച്ചവരാരും സ്നേഹിക്കാറും ഇല്ല 😐,31
1187775308360871936,2019-10-25 16:57:55,തന്ന നിധിയെ തിരിച്ചെടുക്കരുത് നാഥാ 🤲🏻,16
1187762255271608322,2019-10-25 16:06:03,നിങ്ങളൊക്കെ ഓളത്തിനു ട്വീറ്റുന്നതാണോ :( ഞാൻ ഇവിടുന്നു കിട്ടുന്ന ഫേവും ആർട്ടിയും വെച്ചാണ് വീട്ടിൽ അരി മേടിക്കുന്നത് 😌,20
1187755897088397314,2019-10-25 15:40:47,ചെറിയ കാര്യത്തിന് വാശി പിടിക്കുന്ന കാണുമ്പോ ചെപ്പക്കൊന്നു കൊടുക്കാൻ തോന്നും 🤭,11
1187740158424166400,2019-10-25 14:38:15,പൈക്കുന്നു 😐,10
1187631616354476032,2019-10-25 07:26:57,രാവിലെ മുതൽ നല്ല ദേഷ്യം വരുവാണ്  😑,9
1187619668569161728,2019-10-25 06:39:28,"12:30 ന് പോവാനുള്ള ഞാനാണ് ഇവിടെ കുത്തിയിരിക്കുന്നത് 😐 കുളിക്കണം , അയൺ ചെയ്യണം ഫൂഡണം  🚶🏻‍♀️🚶🏻‍♀️🚶🏻‍♀️🚶🏻‍♀️",24
1187618805750489088,2019-10-25 06:36:02,സ്വാഭാവികം 😐,5
1187618257206824960,2019-10-25 06:33:52,കുളിച്ചേക്കാം (2),5
1187618016747388929,2019-10-25 06:32:54,സെന്റിമെന്റലായി അപ്രോചെയ്തു ന്യൂഡിൽസ് വാങ്ങീന്നോ :( ഭീകരനാണവൻ കൊടും ഭീകരൻ  🤭,36
1187596725592055808,2019-10-25 05:08:18,ഡിപ്രെഷൻ പോലെ തുടങ്ങുന്നുണ്ട് 😑😑,10
1187594942773809152,2019-10-25 05:01:13,ഭ്രാന്ത് വരുന്നു ..... ഉമ്മാന്റെടുത്തു പോയേക്കാം 😑,16
1187594412232077312,2019-10-25 04:59:06,വാസുകി പ്രസവിച്ചപ്പോ ആർമോനിക്ക് cngts  കിട്ടിയത് പോലെ ..... സ്‌മരിച്ചേക്കാം 😬,19
1187593862358814720,2019-10-25 04:56:55,ഇക്കാന്റെ വൈഫ് പ്രസവിച്ചതിനു എനിക്ക് കുറെ cngts കിട്ടി 😝,88
1187582982221004801,2019-10-25 04:13:41,അൽഹംദുലില്ലാഹ് ♥️ ബ്ലെസ്സഡ് വിത്ത് ബേബി ബോയ് 🥰🥰,220
1187305612469686273,2019-10-24 09:51:31,ഒരു പ്രതീക്ഷയും വേണ്ടെന്നു പറഞ്ഞ വാവക്ക് വേണ്ടി പ്രതീക്ഷയോടെ കാത്തിരിക്കുകയാണ് .....🤲🏻🤲🏻🤲🏻,57
1187302042496192512,2019-10-24 09:37:20,ലേബർ റൂമിന്റെ ഫ്രണ്ടിൽ ഇങ്ങനെ ഇരിക്കുകയാണ് 😐,74
1187301777915297792,2019-10-24 09:36:17,വാച്ച് മിസ്സായി ഗയ്‌സ്  😑😑,30
1187242583447093248,2019-10-24 05:41:04,11:11 കുഞ്ഞാവ ♥️,18
1187234797233459200,2019-10-24 05:10:08,അള്ളോഹ് ക്ഷീണിച്ചു .....,15
1187061411710504960,2019-10-23 17:41:09,11:11 ♥️,13
1187054865970692098,2019-10-23 17:15:09,എന്തൊരു തണുപ്പാണ് .... കെട്ടിപ്പിടിക്കാൻ ഒരു പില്ലോ വരെ ങേ ഹേ  🚶🏻‍♀️🚶🏻‍♀️,21
1187049465137393664,2019-10-23 16:53:41,ഒറ്റപ്പെടലൊക്കെ കിടുവാണ് .... ആസ്വദിക്കാൻ അറിയണം :),33
1187045652145922048,2019-10-23 16:38:32,ഒരു ട്വീറ്റ് പോലും മിസ്സാവാതെ ഫേവ് ചെയ്യുന്ന കുറെ ആളുണ്ട് ♥️ സത്യം പറഞ്ഞാൽ എന്നെകൊണ്ട് സാധിക്കില്ല അങ്ങനൊന്നും 😑😑,23
1187044116560932864,2019-10-23 16:32:26,ഒരു കാരണോം ഇല്ലാതെ വഴക്കിടുന്നവരെ എടുത്ത് കിണറിലിടണം 😩😩,21
1187042915161276416,2019-10-23 16:27:39,മൂഡോഫ് ആണേലും അല്ലേലും ഞാൻകിടുവാണ്  😌,21
1187042084508712960,2019-10-23 16:24:21,ആർക്കും ഒരു സ്നേഹോം ഇല്ല 😑,12
1187041484681334784,2019-10-23 16:21:58,ഒരാവശ്യോം ഇല്ലാതെ  കുറ്റപ്പെടുത്തിയാൽ എനിക്ക് നല്ല സങ്കടാവും 😑,14
1187014760388161539,2019-10-23 14:35:47,ക്വിറ്റിപോയാലൊന്നാണ് 😑😑,14
1187012781456809984,2019-10-23 14:27:55,ഞാൻ സ്നേഹിച്ചവരൊക്കെ എന്നെ ഉപേക്ഷിച്ചു പോയിട്ടുണ്ട് ഞാൻ കിടു 😑😑,45
1187012273908285440,2019-10-23 14:25:54,ഏതേലും ഗെയിമിൽ അഡിക്റ്റാവണം 😌,10
1187011978771853313,2019-10-23 14:24:44,ഭ്രാന്താണ് 🙄,8
1187008544324771840,2019-10-23 14:11:05,ഇവനൊക്കെ ക്വിറ്റ് ആയിരുന്നോ :( അറിഞ്ഞില്ല,15
1187007846979784705,2019-10-23 14:08:18,പല്ലേട്ടനൊക്കെ എമ്മാതിരി ജാഡയാണ് 😐,17
1187005768119115777,2019-10-23 14:00:03,ഇപ്പൊ കട്ടക്ക് സംസാരിക്കാൻ ആരേലുണ്ടോ 😌,49
1186995802779947008,2019-10-23 13:20:27,ഫാൻസിന്റെ തള്ളി കയറ്റം സഹിക്കാൻ പറ്റാത്തത്കൊണ്ടാണ് ഞാൻ  വോയിസ് ക്ലിപ്പിടാത്തത് 😌,33
1186987909972291584,2019-10-23 12:49:05,ഓർമ വെച്ച നാൾ തൊട്ട് വീട്ടിൽ ഒരു പെറ്റ്സും ഇല്ലാ .... ഇനി ഉണ്ടാവാനും പോണില്ല 😐,26
1186986271895244800,2019-10-23 12:42:35,ഒരു തെണ്ടിക്ക് മെസ്സേജ് അയക്കാൻ വേണ്ടി മാത്രം വാട്സാപ്പ് ഇൻസ്റ്റാൾ ചെയ്തു 🤦🏻‍♀️,22
1186974665916338177,2019-10-23 11:56:27,മഴ ഇല്ലേൽ ഇവരൊക്കെ കൂടെ പെയ്യിക്കുമോ 😬,17
1186942274082467841,2019-10-23 09:47:45,നെല്ലിക്കയൊക്കെ കഴിക്കുമ്പോ കുരുനെ വെറുതെ വിടണം എന്നാണു എനിക്ക് പറയാനുള്ളത് ഗുയ്സ് 😪,41
1186940268676673536,2019-10-23 09:39:46,പുല്ല് നെല്ലിക്ക തിന്നണ്ടായിരുന്നു 😖,18
1186937856830234627,2019-10-23 09:30:11,പണ്ടാരം നെല്ലിക്ക തിന്നപ്പോ റൂട്ട് കനാൽ ചെയ്‌ത പല്ലിന്റെ ഒരു പീസ് കാണാനില്ല  .... തീരുമാനമായി 🤦🏻‍♀️,107
1186935260912570368,2019-10-23 09:19:53,ഒരു ലോഡ് ചോറും കഴിച്ചു വന്നിട്ട് ഇതിങ്ങനെ തിന്നാണ്‌ 😌 https://t.co/H0itHGnl03,21
1186906476641546245,2019-10-23 07:25:30,30 ഡിഗ്രീ പൊക്കണ്ട കാല്  100 ഡിഗ്രീ പൊക്കിയാണ് എക്‌സസൈസ് ചെയ്യുന്നത് ..... എനിക്കിനി ഭ്രാന്താണോ എന്തോ 🙄,18
1186904115147722752,2019-10-23 07:16:07,രാത്രി ഉറക്കത്തിൽ വല്ല യുദ്ധത്തിനും പോയിട്ടുണ്ടോ ആവോ :( മുഖത്തു ഫുൾ മുറിവാണ് 😑,46
1186899585769209863,2019-10-23 06:58:07,എൻഗേജ്ഡ് 😑,12
1186880184735002624,2019-10-23 05:41:01,11:11 ♥️,6
1186868606505668609,2019-10-23 04:55:01,"പ്രണയ മഴയുടെ നൂലിനറ്റം ,പട്ടമായ് ഞാൻ പാറി പാറി , കണ്ടതില്ലാ നീയല്ലാതൊന്നുമീപ്രപഞ്ചത്തിൽ ഒന്നുമീ പ്രപഞ്ചത്തിൽ ....",18
1186866997956497408,2019-10-23 04:48:37,"കേരളത്തിലെ 10 ജില്ലയിൽ പോയിട്ടുണ്ട് ..... ആലപ്പുഴ , പാലക്കാട് എനിക്ക് സ്പെഷ്യലാണ് 😌",45
1186865750725681152,2019-10-23 04:43:40,ഇന്നലെ വന്ന അവൻ വരെ കിളവീന്ന് വിളിക്കുന്നു 🤦🏻‍♀️ ആരുടെയോ ഫേക്ക് 🙄,27
1186865181642522625,2019-10-23 04:41:24,കുളിച്ചിട്ട് വരാം 11:11 നു ഡിപി ട്രെന്റിക്കാനുള്ളതാ 🚶🏻‍♀️🚶🏻‍♀️,32
1186864546364837888,2019-10-23 04:38:53,കുപ്പി വളയൊക്കെ  ഇപ്പഴും ഉണ്ടോ ? ഇവിടൊന്നും ആരും യൂസെയ്യാറില്ല  😐,57
1186864186380259328,2019-10-23 04:37:27,വളയില്ല. അല്ലെങ്കിൽ ഞാനും ട്രെന്റിയേനെ....(3) https://t.co/rb2Bqsbj2i,9
1186863895111028738,2019-10-23 04:36:18,പാലക്കാട് അടിപൊളി ജില്ലയാണ് 😌,27
1186862102213881857,2019-10-23 04:29:10,ഞാനൊടുക്കത്തെ സൈക്കോ ആണെന്ന് കണ്ടെത്തി ഗയ്‌സ്  😑,36
1186646614292811781,2019-10-22 14:12:54,കല്ലുമ്മക്കായിന്റെ ഫോട്ടോ കണ്ടപ്പോ മുതൽ തിന്നാൻ തോന്നാണ് 😑,33
1186645371503759362,2019-10-22 14:07:58,24 hrs ഇവിടെ കുത്തിയിരിക്കുന്നത് കണ്ടാൽ അറിഞ്ഞൂടെ എനിക്കൊന്നും ആരുല്ലാന്ന്  😝😝,40
1186640704769970176,2019-10-22 13:49:25,കാൾ ചെയ്യാനും ആളുണ്ട് .... ഉമ്മേരാനും ആളുണ്ട് 😌😌,71
1186635071194746880,2019-10-22 13:27:02,ട്വീറ്റുന്നില്ലേലും ഇവിടുണ്ട് 😌,34
1186628767902359553,2019-10-22 13:01:59,പച്ച കപ്പ തിന്നോണ്ടിടുന്ന ട്വീറ്റ് 😌,7
1186628614382448640,2019-10-22 13:01:22,ചോക്ലേറ്റ് ഇഷ്ടോല്ല  😐,26
1186626129840332801,2019-10-22 12:51:30,എന്നെ കുത്താൻ നാണമില്ലേ  കൊതുകേ 😑😑,15
1186591838095855616,2019-10-22 10:35:14,ഫേക്കില്ലാത്ത ആരുണ്ട് ഗോപൂ .....,22
1186591618649903104,2019-10-22 10:34:22,ബിബിസി കാളിങ് 📞,7
1186590496329592833,2019-10-22 10:29:54,ഒരോളം ഇല്ലാ .....,13
1186577909164597248,2019-10-22 09:39:53,മധുരം കഴിക്കാഞ്ഞിട്ട് ഞാനിപ്പോ ചങ്ക് പൊട്ടി ചാവും 😑,29
1186575751484567552,2019-10-22 09:31:19,എന്ത് ഉറക്കം വരലാണ് 🤦🏻‍♀️,15
1186544632424849408,2019-10-22 07:27:39,കാണാൻ ഭംഗീല്ലാത്തോർക്കും ജീവിക്കണ്ടേ 😪,28
1186539360432218112,2019-10-22 07:06:43,ദോശ കഴിക്കണോ ചോറ് കഴിക്കണോ എന്നുള്ള കൺഫ്യൂഷനിലാണ് 😐,17
1186537727992287232,2019-10-22 07:00:13,ഇവിടൊന്നും തുണി വരെ ഉണങ്ങുന്നില്ല ....നിങ്ങക്കൊക്കെ നല്ല വെയിലാണല്ലേ 😑,30
