id,created_at,text,fav
1188876019937079298,2019-10-28 17:51:46,ഹുഹു...ഫോണ്‍ വിളിച്ചോണ്ട് അവന്‍ ഒറങ്ങുവാണ്.എപൊ കൂര്‍ക്കം വലി തുടങ്ങുംന്ന് വെയ്റ്റെയ്ത് നിക്കുവാണ് ഞാന്‍ കോള്‍ കട്ടെയ്യാന്‍..😝😝😝,23
1188672343524036608,2019-10-28 04:22:25,ഞാന്‍ ഫോകസായിട്ടില്ലാത്ത ഫോട്ടോ കൊണ്ട്പോയി പോസ്റ്റിയേക്കുന്നു.😐😑,16
1188362933559971840,2019-10-27 07:52:56,നിങ്ങളന്വേഷിക്കുന്ന ആ സാധനം എന്‍റെ കയ്യിലില്ല കേട്ടോ,18
1188345113711276033,2019-10-27 06:42:08,റൂംമേറ്റ് ഒരാഴ്ചത്തേക്ക് നാട്ടീപ്പോയി...യേേയ്‌....😀😀😀😀,26
1187758199979442177,2019-10-25 15:49:57,ഞാനിനി ഫോട്ടോഗ്രഫി ഒക്കെ ഒറ്റക്കെട്ക്കേണ്ടി വരുമെന്നാണ് തോന്നണത് 😐😐😐😐,59
1187614795987468289,2019-10-25 06:20:06,ഏതാണാ വൈറല്‍ ഫോട്ടോഗ്രഫി !?,54
1187588640366456832,2019-10-25 04:36:10,ദേഷ്യം വരുമ്പൊ കിണിക്കുന്നെ എനിക്കിഷ്ടല്ല കേട്ടോ 😬😬😬,16
1187386825167392768,2019-10-24 15:14:14,വല്ല ചുമരിനോടും പോയി മിണ്ടുന്നെ ആണ് ഇതിലും നല്ലത്.,33
1187250896075313152,2019-10-24 06:14:06,ഫ്ലവറും ലാന്‍റേണൊക്കെ അവിടെ നിക്കട്ടെ...ദീപാവലി സ്വീറ്റ്സെപ്പൊ കിട്ടും...,25
1187077731529265153,2019-10-23 18:46:00,മഴയോട് മഴ!!!,12
1186622713634291714,2019-10-22 12:37:55,പഴേ മാനേയര്‍ വിളിച്ചിട്ട് കല്യാണം ഒറപിച്ചതിന് എനിക്ക് ട്രീറ്റ് തരാനുണ്ട്...ഫ്രീ ആവുമ്പൊ വിളിക്കാനൊക്കെ പറഞ്ഞ് വെച്… https://t.co/24FvMQIc6B,23
1186264713652400128,2019-10-21 12:55:22,ഓ മൈ ഗോഡ് നാട്ടീന്ന് വന്നപൊ ദേണ്ടെ ബാംഗ്ലൂര്‍ മുടിഞ്ഞ മഴ.😕😕😕,7
1186262203197820931,2019-10-21 12:45:23,എന്താണിത് ഇത്ര നേരത്തേ രാത്രി ആയോ 🙄🙄🙄,12
1186261180400095234,2019-10-21 12:41:19,അയ്നൊക്കെ നമ്മടെ കേസാര്‍ടിസി ഹംപോ ഗട്ടറോ ഒന്നും ഒരു വിഷയമേ അല്ല.നമ്മളെ സീറ്റിന്ന് താഴെയിട്ടിട്ടാണേലും കറക്ട് സമയത്ത് പറന്നെത്തിച്ചിരിക്കും.,7
1186260576231546880,2019-10-21 12:38:55,ഐരാവത് ബസ് ഡ്രൈവര്‍ യാത്രക്കാരെ ബുദ്ധിമുട്ടിക്കാതെ ഹംപോ ഗട്ടറോ ഒക്കെ വന്നാ സ്ലോ ചെയ്തൊക്കെ സാവധാനം പോവൊള്ളു.പക്ഷെ… https://t.co/JJh0FggLiz,59
1186257753959890944,2019-10-21 12:27:42,ഹെഡ്സെറ്റിന്‍റെ ഒരു ചെവി പോയി.😒,5
1186255885909164037,2019-10-21 12:20:17,ആഹ പെട്രയെ അധോലോകത്തിലെട്ത്താ ?? കംഗ്രാറ്റ്സ് ഡീ,5
1186253501996814338,2019-10-21 12:10:49,ഹമ്മേ ഏതാണ്ടൊരു ഒന്നര കിലോമീറ്റര്‍ ഓടി 3 ഫ്ലോര്‍ സ്റ്റെപ് കേറി ഇറങ്ങി അവസാനം വിയര്‍ത്ത് കുളിച്ച് ഹൃദയം പടപട  ഇടിച്… https://t.co/wQDVRD1lWW,7
1186232670457450498,2019-10-21 10:48:02,നമ്മക്കിനി മഴയില്ലാത്തൊരു സമയം ഉണ്ടാവൂല്ലേ ദൈവമേ 😕😕😕,9
1185909608168091649,2019-10-20 13:24:18,ഇങ്ങനെ എന്തോരം എന്‍റെ വീട്ടീ നടന്നിരിക്കണു...😎 https://t.co/UDkQqU5Eso,5
1185346236926181376,2019-10-19 00:05:40,പക്ഷെ വേറൊരു പ്രശ്നം ഉണ്ട്. ചേട്ടന്‍റെ കൊച്ചിനെ കാണാന്‍ പോവുമ്പൊ കൊട്ക്കാന്‍ മേടിച്ചു വെച്ച ഡ്രസ് എട്ക്കാന്‍ മറന്നുപോയി.😑😑😑😑,66
1185344832610304001,2019-10-19 00:00:05,ബൈദവേ ഞാന്‍ കോഴിക്കോടെത്തി.,29
1185208921415307268,2019-10-18 15:00:01,ഓക്കെ ഗൈസ് ബസ് കേറി. പാസ്ഡ് ലെവല്‍ വണ്‍,14
1185196130134478849,2019-10-18 14:09:11,Seduce me with your friends  ഹയ്യേ 🙄🙄🙄 https://t.co/JxuZ45MiVY,2
1185193184604770304,2019-10-18 13:57:29,കര്‍വചൗത്ത് ചെയ്തൂടെന്നോ  അങ്ങനിപൊ ഞാന്‍ പട്ടിണി കെടന്നിട്ട് നിങ്ങ കൊറേ ഒണ്ടാക്കണ്ട കേട്ടോ...,10
1185191270638968832,2019-10-18 13:49:53,എന്തെങ്കിലും കാരണവശാല്‍ ബസ് മിസ്സായെങ്കിലോന്നോര്‍ന്ന് 8.30 ബസിന് 7 മണിക്ക് തന്നെ സാറ്റലൈറ്റ് സ്റ്റാന്‍ഡില്‍ വന്ന്… https://t.co/mCY21Ufvuz,75
1185156465918726144,2019-10-18 11:31:35,വേണെങ്കി ഞാന്‍ വന്ന് കിക്കെയ്യാം.,6
1185007494197731328,2019-10-18 01:39:37,ഞാനൊക്കെ എണീറ്റ് ഓഫീസിലെത്തി.,8
1185003497760051200,2019-10-18 01:23:44,ആരും പേടിക്കണ്ട. ഞാനിന്ന് നാട്ടീപോണുണ്ട്.,23
1184741418104844293,2019-10-17 08:02:20,ഫോട്ടോ എട്ത്ത് കൊട്ത്തതിന് ക്രെഡിറ്റ്സ് ചോയ്ച്ചിട്ടത് പോലും തന്നിട്ടില്ല.,37
1184698549583302657,2019-10-17 05:11:59,ഹോ പേടിയാവുന്ന്,4
1184697699876032512,2019-10-17 05:08:36,14 വയസെന്ന് !!!! https://t.co/xroTczlV82,3
1184497518303838208,2019-10-16 15:53:09,ഞാനെങ്ങനെ ഇവിടെ ഈ മാസം കംപ്ലീറ്റ് നിക്കും.സങ്കടം വരുന്ന്.,28
1184496499016654849,2019-10-16 15:49:06,റൂംമേറ്റ് ഇവിടെ ഫോണില്‍ ഉറക്കെ എന്താണ്ടോ കന്നഡ പടം വെച്ചേക്കുവാണ്.ഹെഡ്സെറ്റ് വെക്കാമ്പറഞ്ഞപൊ അവക്ക് ഹെഡ്സെറ്റ് ഇല്… https://t.co/5MQeNfIyHw,90
1184496085705748481,2019-10-16 15:47:28,എനിക്കങ്ങോട്ട് പ്രാന്ത് പിടിക്കുന്നുണ്ട്,6
1184476331561500672,2019-10-16 14:28:58,+1 https://t.co/F6J3Xs1FAl,3
1184363780219686912,2019-10-16 07:01:44,I am a Gemini and that's why I asked you to take a shower😆 https://t.co/JnQ2xnKU8i,4
1184363187153465344,2019-10-16 06:59:22,+1 https://t.co/e84fa0wG43,1
1184359971435139072,2019-10-16 06:46:36,ആള്‍ ഹാന്‍ഡ്സ് മീറ്റ് എന്ന പ്രഹസനമാണിപൊ ഓഫീസീ നടക്കണത്.ഇതെന്തിനാണെന്നെനിക്കിത്വരെ മനസിലായിട്ടില്ല.,11
1184304291760050176,2019-10-16 03:05:21,ഓ താടിയിലൊന്നും വല്യ കാര്യൊന്നൂല്ല,38
1184092587474317313,2019-10-15 13:04:06,ഇപൊ കുറച്ചായിട്ട് വിശപ്പിന്‍റെ ഇന്‍റന്‍സിറ്റി നല്ല കൂടുതലാണ്,9
1184086330730434561,2019-10-15 12:39:15,പലാസോ പാന്‍റും ടോപും 😝 https://t.co/jY3q8d4RXV,3
1184062214342201344,2019-10-15 11:03:25,ഇയാളൊക്കെ എവിടുന്ന് കുറ്റീം പറിച്ച് വരുന്നെന്നാണ്,10
1184061927732862976,2019-10-15 11:02:17,എനിക്കിനി തല്ലൊണ്ടാക്കാനൊന്നും വയ്യ,3
1183981156946989061,2019-10-15 05:41:19,ഹോ കല്യാണം കഴിക്കാനുള്ള പ്രായം ഒന്നും ആയില്ലാന്ന് തോന്നുന്ന്,11
1183980241078771713,2019-10-15 05:37:41,ച്ഛായ് അയ്ന് വേറെ അര്‍ഥം ഒണ്ടാര്‍ന്നല്ലേ 😖,13
1183974423365214208,2019-10-15 05:14:34,ഞാന്‍ റൂം മാറാന്‍ തീരുമാനിച്ചു.,6
1183970028967747584,2019-10-15 04:57:06,മിസ്യൂ ഡീ@Lola_Mahi,5
1183918140373102593,2019-10-15 01:30:55,രാത്രി നേരത്തേ ഒര്‍ങ്ങിപോണതിപൊ ഞാനും ഒരു ശീലമാക്കീട്ടൊണ്ട്.,11
1183769344242638848,2019-10-14 15:39:39,ഒന്നൂങ്കി ഞാന്‍ അല്ലെങ്കി ഈ കൊച്ച്. രണ്ട്പേരുങ്കൂടെ അധികകാലം ഈ റൂമില്‍ നിക്കൂല്ല.,15
1183766537661927424,2019-10-14 15:28:30,ഹിഹി!! അതൊക്കെ റിസ്കല്ലേ കൊപ്രേ🙊,2
1183764710371409922,2019-10-14 15:21:14,എന്നിട്ടെന്താ ഒറപിച്ചതിന് ശേഷം ചറപറാ കോഴിക്കോട്ന്നൊള്ള ആലോചനകളൊക്കെ വന്ന്.,6
1183763987172741122,2019-10-14 15:18:22,അത് പറഞ്ഞപഴാ എനിക്ക് വന്ന കല്യാണാലോചന ഒക്കെ തെക്ക് നിന്നായിരുന്ന്.ആദ്യം കോട്ടയത്തൂന്നാണ് തുടങ്ങീത്.കോട്ടയം ആയോണ്ട്… https://t.co/pQGYpffXK2,13
1183747480434774017,2019-10-14 14:12:46,ആ കൊച്ചിന് രാത്രി ഫാനിട്ടാ തലവേദന വരുംന്ന്. 😐,12
1183740160950685697,2019-10-14 13:43:41,+1   Thanks to  @_alonemusk 😝 https://t.co/lxb1aGrB9H,3
1183739253001293824,2019-10-14 13:40:05,അപ്പൊ ഞാമ്മാത്രം അല്ല.,8
1183730187055140864,2019-10-14 13:04:03,പിന്നെ ടോയ്ലറ്റ് സീറ്റില്‍ വെള്ളം ആക്കി വെക്കണതും എനിക്ക് കണ്ടൂട.😕,52
1183727170146844672,2019-10-14 12:52:04,"പുത്യേ റൂംമേറ്റ് ആയിട്ടങ്ങ് അഡ്ജസ്റ്റെയ്യാമ്പറ്റണില്ല.ഈ കൊച്ച് ബാത്ത്രൂമീ പോയ് വന്നാ ഡോറടച്ച് വെക്കൂല്ല,രാത്രി കെട… https://t.co/7wtLU9Xodc",127
1183640759645298690,2019-10-14 07:08:42,എന്നാ ഞാനും രണ്ട് സ്ക്രീന്‍ഷോട്ട് ഇറക്കട്ടെ,14
1183358183651176448,2019-10-13 12:25:51,ബീഫ് അലര്‍ജിയുള്ള ഞാനീ ബീഫൊക്കെ കഴിച്ച് നാളെ തട്ടിപ്പോവോ ദൈവമേ 🙄🙄🙄,20
1183342152119549952,2019-10-13 11:22:09,😍😍😍😍 https://t.co/DkbGovAwUo,1
1183342008523378689,2019-10-13 11:21:34,ബീഫ് ബീഫേയ്.... !!! 😜 https://t.co/AqMDgxwa3D,16
1183310584411869184,2019-10-13 09:16:42,ഹമ്മേേ !!!,5
1182919256117145601,2019-10-12 07:21:42,ആത്മാര്‍ഥത കാരണം ശനിയാഴ്ച ഓഫീസീപോവാന്‍ നിക്കുവാണ്.  വയ ജീവ,22
1182877908160765952,2019-10-12 04:37:24,ഇതിലെ പല പോയിന്‍റ്സും കേട്ടതിനൊരു കണക്കും ഇല്ല.😣 https://t.co/VgI1MjX1uO,8
1182753109455491073,2019-10-11 20:21:30,ഇതൊക്കെ മനുഷ്യമ്മാര് കഴിക്കണ തന്നാണോ ?,7
1182752245558853632,2019-10-11 20:18:04,നിങ്ങളൊന്നും ഒര്‍ങ്ങീലേ,7
1182699881216888833,2019-10-11 16:49:59,12 മണിക്കൊരു ബര്‍ത്ത്ഡേ സെലിബ്രേഷന് പോവാന്‍ ഒറങ്ങാണ്ടിരിക്കുവാണ്.,5
1182680374956019712,2019-10-11 15:32:29,ഞാനിത്തിരി റൊമാന്‍റിക് ആയിപ്പോവുന്നുണ്ടോന്നൊരു സംശ്യം.,16
1182675393368641536,2019-10-11 15:12:41,ചോറ് കഴിച്ചിട്ടിപൊ ഇര വിഴുങ്ങിയ പാമ്പിനെപ്പോലെ ഒരു മൂലക്കിരിപ്പാണ്.,10
1182675223524470785,2019-10-11 15:12:00,ചറപറാ എന്തൊക്കെയോ കഴിക്കാനൊക്കെ തോന്നണു.,5
1182625731127365634,2019-10-11 11:55:21,എട്ക്കുന്തോറും ഇവന് കൂടിക്കൂടി വരണ സാധനമാണോ ലീവ് 🙄,13
1182532640441692161,2019-10-11 05:45:26,എന്നു വരും നീ എന്നുവരും നീ എന്റെ നിലാ പന്തലിൽ വെറുതേ എന്റെ കിനാ പന്തലിൽ...😌  ഈ പാട്ടിപൊ തലക്ക് പിടിച്ചേക്കുവാണ്.വായീന്ന് പോണേയില്ല.,68
1182279844773519360,2019-10-10 13:00:55,ബൈദവേ ട്രെക്കിങിന് പോയപൊ എന്നെ മാത്രം അട്ട കടിച്ചില്ല.ലവമ്മാരെയൊക്കെ അറഞ്ചം പുറഞ്ചം അട്ടകടിയാരുന്ന്.😝,80
1182170550736572416,2019-10-10 05:46:37,നൈക്ക ആപ്പ് വഴി ഒരു ഷാംപൂ ഓഡറെയ്താക്കൂടെ ഒരാനയെ ഇട്ട് പൊതിയാനുള്ള സൈസ് പെട്ടിലിട്ടേ അവര് തരൂ.,11
1182096323123630080,2019-10-10 00:51:40,ഗുഡു മോണിങ്,12
1181943085212635136,2019-10-09 14:42:45,അതോണ്ടിപൊ എന്താ ആരോടും മിണ്ടാതൊരു മൂലക്കിരുന്ന് ഒറ്റക്ക് ബോറഡിക്കുന്ന്..,7
1181941883871719427,2019-10-09 14:37:59,ലൈഫിലോട്ട് ഇനിയും പുതിയ ആള്‍ക്കാരെ കൊണ്ട്വരാനൊക്കെ വല്യ പാടാണ്..ഇവിടാരോടും മിണ്ടാന്‍ പോലും തോന്നണില്ല.,13
1181940207261761536,2019-10-09 14:31:19,ഞാന്‍ ജോലിക്ക് കേറീട്ട് 3 വര്‍ഷം ആയെന്നും പറഞ്ഞ് മെയില്‍ ഒക്കെ വന്ന്. ഹോ എത്ര പെട്ടന്നാണ്....,31
1181911426551599104,2019-10-09 12:36:57,ഇനി കുറച്ച് കാലം ഒറ്റപ്പെടലിന്‍റെ വേദനയെക്കുറിച്ച് ട്വീറ്റാനുള്ള വകുപ്പായിട്ടൊണ്ട്.,21
1181797341117812736,2019-10-09 05:03:37,ട്രിപ് പോയിട്ട് ചറപറാ ഞാന്‍ തിരിഞ്ഞ് നിക്കണ ഫോട്ടോയാണ് എട്ത്ത് തന്നേക്കണത്.അനോണികളൊക്കെ അങ്ങനെയാണത്രേ,15
1181793928837660672,2019-10-09 04:50:03,ബിര91 നെ ഫോളോ ചെയ്യാനുള്ള പ്രായം പോലും ആവാത്ത ഞാനാണോ ദൈവമേ കല്യാണം കഴിക്കാന്‍ പോണത്.,13
1181792915510587394,2019-10-09 04:46:02,കൊറേ ആള്‍ക്കാര്‍ടെ ഇടയില്‍  കുറച്ച് കാലം നിന്നിട്ടിപൊ ഒറ്റക്ക് താമസം മാറീട്ട് ഭയങ്കര വെഷ്മം ആണ്. കട്ട ശോകം.,12
1181784243313053697,2019-10-09 04:11:34,ആകെ ശോകം അവസ്ഥയാണ്,7
1181557365386010624,2019-10-08 13:10:02,വന്നവഴി മറക്കാതിരിക്കാന്‍ പഴയ പിജീലോട്ട് തന്നെ ഷിഫ്റ്റെയ്യുവാണ്.,11
1181365785677066240,2019-10-08 00:28:46,വീണ്ടും ഓഫീസ് 😣😣😣,6
1181148232308494337,2019-10-07 10:04:17,ബൈക്കിന്‍റെ ബാക്കിലിരുന്നൊറക്കം തൂങ്ങി തൂങ്ങി ഒരു വഴിക്കായി.,21
1181147608531628032,2019-10-07 10:01:49,ചികയുന്ന സുന്ദരി എന്നൊക്കെ...  കോഴി അയ്നാണ്!!😝,20
1181079963232948224,2019-10-07 05:33:01,ആ പെണ്‍കുട്ടി ഞാനാണ് കേട്ടോ 😉😌😇 https://t.co/FAdcz6saz8,110
1180488179255668750,2019-10-05 14:21:29,രണ്ട് ട്വീറ്റിടാനുള്ള റേഞ്ച് പോലും ഇല്ല.കോപ്പ്,20
1179819989416599552,2019-10-03 18:06:20,രണ്ട് തല്ല് കിട്ടുമ്പൊ ശരിയാകാവുന്നതേ ഒള്ളൂ😝😝😝,2
1179818591576891392,2019-10-03 18:00:46,ഓക്കെ ഗൈസ്  ട്രിപ് മോഡ് ഓണ്‍ !,18
1179764659026444288,2019-10-03 14:26:28,+1 https://t.co/6QVnKFldcA,0
1179763797847756801,2019-10-03 14:23:03,ഒട്ക്കത്തെ മഴ. ട്രാഫിക്. കറന്‍റില്ല. വെള്ളമില്ല. #bangalore  Wow !!!,17
1179740132884135936,2019-10-03 12:49:00,ട്രാഫിക്കിനെ കുറിച്ചൊരക്ഷരം ഇനി മിണ്ടിപ്പോവര്ത്. ഞാന്‍ എന്നോട്തന്നെ.,12
1179739803966771200,2019-10-03 12:47:42,ഹാപ്പി ബര്‍ത്ത്ഡേ ലെപ്പ്യേച്ചീ 😘😘😘@_leppi,1
1179736810030653440,2019-10-03 12:35:48,ഹെന്‍റമ്മച്ഛീ 😱😱😱😱 https://t.co/Vb5LGFfWzi,2
1179590951360053248,2019-10-03 02:56:13,അയ്യോ എന്‍റെ വീട്ടിലും മാതൃഭൂമിയാണല്ലോ,16
1179589468560347136,2019-10-03 02:50:19,ഹമ്മേ ഇന്‍റര്‍നാഷണല്‍ ഫീകരി !!!,5
1179277671215353856,2019-10-02 06:11:21,ഒരേ പാസ്വേഡ് തന്നെ ക്രോമില്‍ വര്‍ക്കെയ്യുന്ന്..എക്സ്പ്ലോറര്‍ റോങ് പാസ്വേഡ് എന്നും പറഞ്ഞ്.ഇതെന്ത് കോപ്പാണ്🙄,10
1179277195149238272,2019-10-02 06:09:27,വന്ന് വന്ന് കാര്യമേതാ തമാശയേതാന്നൊന്നും മനസിലാവാത്ത അവസ്ഥ ആയി.,6
1179268935469936640,2019-10-02 05:36:38,സാറയില്‍ മോട്ടിവേഷണല്‍ മെസേജൊക്കെ വരണുണ്ട്.😀,19
1179254440223744001,2019-10-02 04:39:02,ഇന്നോഫീസില്‍ ഫാമിലി ഡേ ആണ്.വീട്ട്കാരെയൊക്കെ കൂട്ടീട്ട് വരാം.,16
1179092080682909696,2019-10-01 17:53:53,നൈസായിട്ട് മഴ മൊത്തം കൊണ്ട് ഇലക്ട്രോണിക് സിറ്റി മുതല്‍ ബിടിഎം വരെ ബൈക്കീ വന്ന്.ഇനിയൊന്നും നനയാന്‍ ബാക്കിയില്ല.😑😑😑,38
1178883902787600385,2019-10-01 04:06:39,ഒരു ലോഡ് ഫോട്ടോ ഇന്‍സ്റ്റേല് കമഴ്ത്തീട്ടൊണ്ട്.🙊,20
1178658569870135297,2019-09-30 13:11:16,ബട്ട് സ്റ്റില്‍ ഐലവ്യൂ ബാംഗ്ലൂര്‍ 😪😪😪😪,16
1178654911057129472,2019-09-30 12:56:43,ഞാന്‍ തിരിച്ച് പിജിലേക്ക് തന്നെ മാറാനുള്ള പ്ലാനില്‍ ആണ്.,9
1178652222822871040,2019-09-30 12:46:02,ആഹ ഒരു ഭാഗത്ത് മെട്രോ പണിടെ ട്രാഫിക്.അത് കഴിഞ്ഞാ രക്ഷപ്പെട്ടെന്ന് വിചാരിച്ചാ നിങ്ങക്ക് തെറ്റി..അപ്പുറത്ത് റോഡ് മൊത്… https://t.co/vW2vvgqZgY,23
1178649295353872387,2019-09-30 12:34:24,എന്ത് മധുരം കഴിച്ചാലും ഷുഗര്‍ വരുംന്ന് പറഞ്ഞ് പേടിപ്പിക്കണ ആ ഒരു തെണ്ടി ആവാതിരിക്കുക.,7
1178553259272757248,2019-09-30 06:12:48,എന്‍ഗേജ്മെന്‍റ് ഫോട്ടോസൊക്കെ ഇന്‍സ്റ്റേലിടണംന്നൊണ്ട്. പട്ടി ഷോ എന്നും പറഞ്ഞ് കൊറെ തെണ്ടികള്‍ വരൂലോന്നോര്‍ത്തിട്ടിങ്ങനെ മടിച്ച് നിക്കുവാണ്.,73
1177798399527018496,2019-09-28 04:13:15,ഞാന്‍ ചോദിച്ചപൊ തന്നത് വെറും തംസപ് 🙁🙁🙁 ഇതാണോ സ്നേഹം,9
1177659639636193280,2019-09-27 19:01:52,എന്നെയിനി വീട്ടീകേറ്റുംന്ന് തോന്നണില്ല സാര്‍ 😕,3
1177658840600342528,2019-09-27 18:58:42,ഒരു മുഴുക്കുടിയനെ ആണ് ഗൈസ് ഞാങ്കെട്ടാമ്പോണത്.🙄🙄🙄🙄,135
1177657515686842368,2019-09-27 18:53:26,+1 https://t.co/PgCprsOfQM,2
1177194378139328512,2019-09-26 12:13:05,പ്ലേലിസ്റ്റ് ഒക്കെ വല്ലാണ്ട് മടുത്തു.എല്ലാം സ്കിപെയ്ത് സ്കിപെയ്ത് പോയിട്ടിപൊ കേള്‍ക്കാന്‍ പാട്ടില്ല. :(,17
1176876395374333952,2019-09-25 15:09:32,ഹോ അവനതാര്‍ട്ടിയടിച്ചല്ലേ :(,6
1176844492508295169,2019-09-25 13:02:46,ട്രാഫിക് കാരണം റൂട്ട് മാറ്റിപ്പിടിച്ചപൊ ഈ റൂട്ടില്‍ അതിലും വല്യ ബ്ലോക്ക്... മടുത്തു ജീവിതം 😖😖😖😖,9
1176839850185543680,2019-09-25 12:44:19,അവനാദ്യം തന്നെ വാങ്ങിത്തന്നത് ഹെല്‍മറ്റാണ്.,44
1176837362044694534,2019-09-25 12:34:26,വേണെങ്കി ഞാനും മൂക്കുത്താംന്നൊക്കെ പറഞ്ഞ് നോക്കാം.,4
1176836855360188416,2019-09-25 12:32:25,പരട്ട വവ്വാല്,5
1176835545248387072,2019-09-25 12:27:13,ഓ ഇതൊക്കെയെന്ത്...ഞങ്ങ ട്വീറ്റപിന് അങ്ങോട്ടും ഇങ്ങോട്ടും മോതിരം കൊട്ത്താരുന്ന്.😝,12
1176833792763236352,2019-09-25 12:20:15,ഇവിടിപൊ ആര് ആര്‍ക്കാണ് ഗിഫ്റ്റ് കൊട്ത്തെ 🙄🙄🙄,5
1176743147612717056,2019-09-25 06:20:03,ഒരു കിലോ കൂടി.😝,12
1176742513182269440,2019-09-25 06:17:32,ഭയങ്കര വിശപ്പാണ്.പക്ഷെ അത്രേം ഫുഡ് കഴിക്കാന്‍ പറ്റുന്നും ഇല്ല.😪,7
1176391792041742345,2019-09-24 07:03:54,എന്ത് കുന്തം ഡിലീറ്റെയ്തിട്ടാണിനീ കൊര്‍ച്ച് സ്പേസ് ഒണ്ടാക്കണതെന്നൊരൈഢിയേമില്ല.,4
1176386185049989120,2019-09-24 06:41:37,വിശപ്പെന്നോക്കെ പറഞ്ഞാ എമ്മാതിരി വിശപ്പാണ്.😖😖😖,17
1176209683838693378,2019-09-23 19:00:16,ഒര്‍ങ്ങി 😑,4
1176208960564580353,2019-09-23 18:57:23,എന്നാ ആരൂല്ലിവിടെ,12
1175720766492438529,2019-09-22 10:37:29,ബൈദവേ ഈ തടി വെക്കുക എന്നത്കൊണ്ട് ഞാനുദ്ദേശിക്കണത് വയറ് ചാടലിനെ അല്ല.മൊത്തത്തില്‍ തടിവെക്കണം എന്നാണ്.,33
1175717141854605313,2019-09-22 10:23:05,തടിവെക്കുംന്ന് പറഞ്ഞിട്ട് ഏത്തപ്പഴം ഒക്കെ വാങ്ങി നെയ്യിലിട്ട് വറത്ത് കഴിക്കുവാണ്...,53
1175716638097690624,2019-09-22 10:21:04,+1 https://t.co/EBHzWreR3C,4
1175614623506038784,2019-09-22 03:35:42,ഈ 3 മണി സമയം ഒന്നും ജീവിതത്തീ കണ്ടിട്ടില്ലാത്ത എന്നെ വിളിച്ചുണര്‍ത്തിട്ട്...എന്‍റെ വായീന്ന് തെറിയൊന്നും വരാഞ്ഞെ അവന്‍റെ ഭാഗ്യം..,19
